origin_id,destination_id,fare_id
MAD,DGC,F_12
DGC,DGC,F_12
HTC,DGC,F_12
RDG,DGC,F_18
MYP,DGC,F_66
JNT,DGC,F_60
KPH,DGC,F_60
KUK,DGC,F_55
BLR,DGC,F_55
MSP,DGC,F_55
BTN,DGC,F_50
ERA,DGC,F_50
ESI,DGC,F_50
SRN,DGC,F_40
AME_R,DGC,F_40
PUN,DGC,F_40
IRM,DGC,F_50
KHA,DGC,F_50
LKP,DGC,F_50
ASM,DGC,F_55
NAM,DGC,F_55
GAB,DGC,F_55
OMC,DGC,F_60
MGB_R,DGC,F_60
MKL,DGC,F_60
NEM,DGC,F_66
MSB,DGC,F_66
DSN,DGC,F_66
CHP,DGC,F_70
VOM,DGC,F_70
LBN,DGC,F_75
SCR,DGC,F_60
GNH,DGC,F_60
MSH,DGC,F_60
RTC,DGC,F_66
CDP,DGC,F_66
NAR,DGC,F_66
SUB,DGC,F_60
NAG,HTC,F_75
UPL,HTC,F_75
STD,HTC,F_70
NGR,HTC,F_70
HSG,HTC,F_70
TAR,HTC,F_66
MET,HTC,F_66
SEC_E,HTC,F_60
PRG,HTC,F_55
PAR,HTC,F_55
ROP,HTC,F_55
PRN,HTC,F_50
BEG,HTC,F_50
AME_B,HTC,F_40
MUN,HTC,F_40
YUG,HTC,F_40
JR5,HTC,F_30
JCP,HTC,F_30
PED,HTC,F_18
MAD,HTC,F_18
DGC,HTC,F_12
HTC,HTC,F_12
RDG,HTC,F_12
MYP,HTC,F_66
JNT,HTC,F_66
KPH,HTC,F_60
KUK,HTC,F_60
BLR,HTC,F_55
MSP,HTC,F_55
BTN,HTC,F_50
ERA,HTC,F_50
ESI,HTC,F_50
SRN,HTC,F_50
AME_R,HTC,F_40
PUN,HTC,F_50
IRM,HTC,F_50
KHA,HTC,F_50
LKP,HTC,F_55
ASM,HTC,F_55
NAM,HTC,F_55
GAB,HTC,F_60
OMC,HTC,F_60
MGB_R,HTC,F_60
MKL,HTC,F_60
NEM,HTC,F_66
MSB,HTC,F_66
DSN,HTC,F_70
CHP,HTC,F_70
VOM,HTC,F_70
LBN,HTC,F_75
SCR,HTC,F_60
GNH,HTC,F_60
MSH,HTC,F_66
RTC,HTC,F_66
CDP,HTC,F_66
NAR,HTC,F_66
SUB,HTC,F_60
NAG,RDG,F_75
UPL,RDG,F_75
STD,RDG,F_75
NGR,RDG,F_70
HSG,RDG,F_70
TAR,RDG,F_70
MET,RDG,F_66
SEC_E,RDG,F_60
PRG,RDG,F_60
PAR,RDG,F_60
ROP,RDG,F_55
PRN,RDG,F_55
BEG,RDG,F_50
AME_B,RDG,F_50
MUN,RDG,F_50
YUG,RDG,F_40
JR5,RDG,F_40
JCP,RDG,F_30
PED,RDG,F_30
MAD,RDG,F_18
DGC,RDG,F_18
HTC,RDG,F_12
RDG,RDG,F_12
MYP,RDG,F_70
JNT,RDG,F_66
KPH,RDG,F_66
KUK,RDG,F_60
BLR,RDG,F_60
MSP,RDG,F_55
BTN,RDG,F_55
ERA,RDG,F_55
ESI,RDG,F_50
SRN,RDG,F_50
AME_R,RDG,F_50
PUN,RDG,F_50
IRM,RDG,F_55
KHA,RDG,F_55
LKP,RDG,F_55
ASM,RDG,F_60
NAM,RDG,F_60
GAB,RDG,F_60
OMC,RDG,F_60
MGB_R,RDG,F_66
MKL,RDG,F_66
NEM,RDG,F_66
MSB,RDG,F_70
DSN,RDG,F_70
CHP,RDG,F_70
VOM,RDG,F_75
LBN,RDG,F_75
SCR,RDG,F_60
GNH,RDG,F_66
MSH,RDG,F_66
RTC,RDG,F_66
CDP,RDG,F_70
NAR,RDG,F_66
SUB,RDG,F_66
NAG,MYP,F_75
UPL,MYP,F_75
STD,MYP,F_75
NGR,MYP,F_75
HSG,MYP,F_70
TAR,MYP,F_70
MET,MYP,F_70
SEC_E,MYP,F_66
PRG,MYP,F_60
PAR,MYP,F_60
ROP,MYP,F_60
PRN,MYP,F_55
BEG,MYP,F_55
AME_B,MYP,F_50
MUN,MYP,F_55
YUG,MYP,F_55
JR5,MYP,F_55
JCP,MYP,F_60
PED,MYP,F_60
MAD,MYP,F_60
DGC,MYP,F_66
HTC,MYP,F_66
RDG,MYP,F_70
MYP,MYP,F_12
JNT,MYP,F_12
KPH,MYP,F_18
KUK,MYP,F_30
BLR,MYP,F_40
MSP,MYP,F_40
BTN,MYP,F_40
ERA,MYP,F_40
ESI,MYP,F_50
SRN,MYP,F_50
AME_R,MYP,F_50
PUN,MYP,F_55
IRM,MYP,F_55
KHA,MYP,F_55
LKP,MYP,F_60
ASM,MYP,F_60
NAM,MYP,F_60
GAB,MYP,F_66
OMC,MYP,F_66
MGB_R,MYP,F_66
MKL,MYP,F_66
NEM,MYP,F_70
MSB,MYP,F_70
DSN,MYP,F_75
CHP,MYP,F_75
VOM,MYP,F_75
LBN,MYP,F_75
SCR,MYP,F_66
GNH,MYP,F_66
MSH,MYP,F_70
RTC,MYP,F_70
CDP,MYP,F_70
NAR,MYP,F_70
SUB,MYP,F_66
NAG,JNT,F_75
UPL,JNT,F_75
STD,JNT,F_75
NGR,JNT,F_70
HSG,JNT,F_70
TAR,JNT,F_66
MET,JNT,F_66
SEC_E,JNT,F_60
PRG,JNT,F_60
PAR,JNT,F_55
ROP,JNT,F_55
PRN,JNT,F_55
BEG,JNT,F_50
AME_B,JNT,F_50
MUN,JNT,F_50
YUG,JNT,F_50
JR5,JNT,F_55
JCP,JNT,F_55
PED,JNT,F_55
MAD,JNT,F_60
DGC,JNT,F_60
HTC,JNT,F_66
RDG,JNT,F_66
MYP,JNT,F_12
JNT,JNT,F_12
KPH,JNT,F_12
KUK,JNT,F_18
BLR,JNT,F_30
MSP,JNT,F_30
BTN,JNT,F_40
ERA,JNT,F_40
ESI,JNT,F_40
SRN,JNT,F_40
AME_R,JNT,F_50
PUN,JNT,F_50
IRM,JNT,F_50
KHA,JNT,F_55
LKP,JNT,F_55
ASM,JNT,F_55
NAM,JNT,F_60
GAB,JNT,F_60
OMC,JNT,F_60
MGB_R,JNT,F_60
MKL,JNT,F_66
NEM,JNT,F_66
MSB,JNT,F_66
DSN,JNT,F_70
CHP,JNT,F_70
VOM,JNT,F_75
LBN,JNT,F_75
SCR,JNT,F_60
GNH,JNT,F_66
MSH,JNT,F_66
RTC,JNT,F_66
CDP,JNT,F_66
NAR,JNT,F_66
SUB,JNT,F_66
NAG,KPH,F_75
UPL,KPH,F_70
STD,KPH,F_70
NGR,KPH,F_70
HSG,KPH,F_66
TAR,KPH,F_66
MET,KPH,F_60
SEC_E,KPH,F_60
PRG,KPH,F_55
PAR,KPH,F_55
ROP,KPH,F_55
PRN,KPH,F_50
BEG,KPH,F_50
AME_B,KPH,F_40
MUN,KPH,F_40
YUG,KPH,F_50
JR5,KPH,F_50
JCP,KPH,F_55
PED,KPH,F_55
MAD,KPH,F_55
DGC,KPH,F_60
HTC,KPH,F_60
RDG,KPH,F_66
MYP,KPH,F_18
JNT,KPH,F_12
KPH,KPH,F_12
KUK,KPH,F_12
BLR,KPH,F_18
MSP,KPH,F_18
BTN,KPH,F_30
ERA,KPH,F_30
ESI,KPH,F_40
SRN,KPH,F_40
AME_R,KPH,F_40
PUN,KPH,F_50
IRM,KPH,F_50
KHA,KPH,F_50
LKP,KPH,F_55
ASM,KPH,F_55
NAM,KPH,F_55
GAB,KPH,F_55
OMC,KPH,F_60
MGB_R,KPH,F_60
MKL,KPH,F_60
NEM,KPH,F_66
MSB,KPH,F_66
DSN,KPH,F_70
CHP,KPH,F_70
VOM,KPH,F_70
LBN,KPH,F_75
SCR,KPH,F_60
GNH,KPH,F_60
MSH,KPH,F_60
RTC,KPH,F_66
CDP,KPH,F_66
NAR,KPH,F_66
SUB,KPH,F_60
NAG,KUK,F_70
UPL,KUK,F_70
STD,KUK,F_70
NGR,KUK,F_66
HSG,KUK,F_66
TAR,KUK,F_60
MET,KUK,F_60
SEC_E,KUK,F_55
PRG,KUK,F_55
PAR,KUK,F_50
ROP,KUK,F_50
PRN,KUK,F_50
BEG,KUK,F_40
AME_B,KUK,F_40
MUN,KUK,F_40
YUG,KUK,F_40
JR5,KUK,F_50
JCP,KUK,F_50
PED,KUK,F_50
MAD,KUK,F_55
DGC,KUK,F_55
HTC,KUK,F_60
RDG,KUK,F_60
MYP,KUK,F_30
JNT,KUK,F_18
KPH,KUK,F_12
KUK,KUK,F_12
BLR,KUK,F_12
MSP,KUK,F_18
BTN,KUK,F_18
ERA,KUK,F_18
ESI,KUK,F_30
SRN,KUK,F_30
AME_R,KUK,F_40
PUN,KUK,F_40
IRM,KUK,F_40
KHA,KUK,F_50
LKP,KUK,F_50
ASM,KUK,F_50
NAM,KUK,F_55
GAB,KUK,F_55
OMC,KUK,F_55
MGB_R,KUK,F_60
MKL,KUK,F_60
NEM,KUK,F_60
MSB,KUK,F_66
DSN,KUK,F_66
CHP,KUK,F_66
VOM,KUK,F_70
LBN,KUK,F_70
SCR,KUK,F_55
GNH,KUK,F_60
MSH,KUK,F_60
RTC,KUK,F_60
CDP,KUK,F_66
NAR,KUK,F_60
SUB,KUK,F_60
NAG,BLR,F_70
UPL,BLR,F_66
STD,BLR,F_66
NGR,BLR,F_66
HSG,BLR,F_60
TAR,BLR,F_60
MET,BLR,F_60
SEC_E,BLR,F_55
PRG,BLR,F_50
PAR,BLR,F_50
ROP,BLR,F_50
PRN,BLR,F_40
BEG,BLR,F_40
AME_B,BLR,F_30
MUN,BLR,F_30
YUG,BLR,F_40
JR5,BLR,F_40
JCP,BLR,F_50
PED,BLR,F_50
MAD,BLR,F_50
DGC,BLR,F_55
HTC,BLR,F_55
RDG,BLR,F_60
MYP,BLR,F_40
JNT,BLR,F_30
KPH,BLR,F_18
KUK,BLR,F_12
BLR,BLR,F_12
MSP,BLR,F_12
BTN,BLR,F_12
ERA,BLR,F_18
ESI,BLR,F_18
SRN,BLR,F_30
AME_R,BLR,F_30
PUN,BLR,F_40
IRM,BLR,F_40
KHA,BLR,F_40
LKP,BLR,F_50
ASM,BLR,F_50
NAM,BLR,F_50
GAB,BLR,F_50
OMC,BLR,F_55
MGB_R,BLR,F_55
MKL,BLR,F_55
NEM,BLR,F_60
MSB,BLR,F_60
DSN,BLR,F_66
CHP,BLR,F_66
VOM,BLR,F_66
LBN,BLR,F_70
SCR,BLR,F_55
GNH,BLR,F_55
MSH,BLR,F_60
RTC,BLR,F_60
CDP,BLR,F_60
NAR,BLR,F_60
SUB,BLR,F_55
NAG,MSP,F_70
UPL,MSP,F_66
STD,MSP,F_66
NGR,MSP,F_66
HSG,MSP,F_60
TAR,MSP,F_60
MET,MSP,F_55
SEC_E,MSP,F_55
PRG,MSP,F_50
PAR,MSP,F_50
ROP,MSP,F_40
PRN,MSP,F_40
BEG,MSP,F_40
AME_B,MSP,F_30
MUN,MSP,F_30
YUG,MSP,F_40
JR5,MSP,F_40
JCP,MSP,F_40
PED,MSP,F_50
MAD,MSP,F_50
DGC,MSP,F_55
HTC,MSP,F_55
RDG,MSP,F_55
MYP,MSP,F_40
JNT,MSP,F_30
KPH,MSP,F_18
KUK,MSP,F_18
BLR,MSP,F_12
MSP,MSP,F_12
BTN,MSP,F_12
ERA,MSP,F_12
ESI,MSP,F_18
SRN,MSP,F_18
AME_R,MSP,F_30
PUN,MSP,F_30
IRM,MSP,F_40
KHA,MSP,F_40
LKP,MSP,F_40
ASM,MSP,F_50
NAM,MSP,F_50
GAB,MSP,F_50
OMC,MSP,F_55
MGB_R,MSP,F_55
MKL,MSP,F_55
NEM,MSP,F_55
MSB,MSP,F_60
DSN,MSP,F_60
CHP,MSP,F_66
VOM,MSP,F_66
LBN,MSP,F_70
SCR,MSP,F_55
GNH,MSP,F_55
MSH,MSP,F_55
RTC,MSP,F_60
CDP,MSP,F_60
NAR,MSP,F_55
SUB,MSP,F_55
NAG,BTN,F_66
UPL,BTN,F_66
STD,BTN,F_66
NGR,BTN,F_60
HSG,BTN,F_60
TAR,BTN,F_55
MET,BTN,F_55
SEC_E,BTN,F_50
PRG,BTN,F_50
PAR,BTN,F_40
ROP,BTN,F_40
PRN,BTN,F_40
BEG,BTN,F_30
AME_B,BTN,F_18
MUN,BTN,F_30
YUG,BTN,F_30
JR5,BTN,F_40
JCP,BTN,F_40
PED,BTN,F_40
MAD,BTN,F_50
DGC,BTN,F_50
HTC,BTN,F_50
RDG,BTN,F_55
MYP,BTN,F_40
JNT,BTN,F_40
KPH,BTN,F_30
KUK,BTN,F_18
BLR,BTN,F_12
MSP,BTN,F_12
BTN,BTN,F_12
ERA,BTN,F_12
ESI,BTN,F_18
SRN,BTN,F_18
AME_R,BTN,F_18
PUN,BTN,F_30
IRM,BTN,F_30
KHA,BTN,F_40
LKP,BTN,F_40
ASM,BTN,F_40
NAM,BTN,F_50
GAB,BTN,F_50
OMC,BTN,F_50
MGB_R,BTN,F_50
MKL,BTN,F_55
NEM,BTN,F_55
MSB,BTN,F_55
DSN,BTN,F_60
CHP,BTN,F_60
VOM,BTN,F_66
LBN,BTN,F_66
SCR,BTN,F_50
GNH,BTN,F_55
MSH,BTN,F_55
RTC,BTN,F_55
CDP,BTN,F_55
NAR,BTN,F_55
SUB,BTN,F_55
NAG,ERA,F_66
UPL,ERA,F_66
STD,ERA,F_60
NGR,ERA,F_60
HSG,ERA,F_60
TAR,ERA,F_55
MET,ERA,F_55
SEC_E,ERA,F_50
PRG,ERA,F_50
PAR,ERA,F_40
ROP,ERA,F_40
PRN,ERA,F_30
BEG,ERA,F_30
AME_B,ERA,F_18
MUN,ERA,F_18
YUG,ERA,F_30
JR5,ERA,F_30
JCP,ERA,F_40
PED,ERA,F_40
MAD,ERA,F_40
DGC,ERA,F_50
HTC,ERA,F_50
RDG,ERA,F_55
MYP,ERA,F_40
JNT,ERA,F_40
KPH,ERA,F_30
KUK,ERA,F_18
BLR,ERA,F_18
MSP,ERA,F_12
BTN,ERA,F_12
ERA,ERA,F_12
ESI,ERA,F_12
SRN,ERA,F_12
AME_R,ERA,F_18
PUN,ERA,F_18
IRM,ERA,F_30
KHA,ERA,F_30
LKP,ERA,F_40
ASM,ERA,F_40
NAM,ERA,F_40
GAB,ERA,F_50
OMC,ERA,F_50
MGB_R,ERA,F_50
MKL,ERA,F_50
NEM,ERA,F_55
MSB,ERA,F_55
DSN,ERA,F_60
CHP,ERA,F_60
VOM,ERA,F_60
LBN,ERA,F_66
SCR,ERA,F_50
GNH,ERA,F_50
MSH,ERA,F_55
RTC,ERA,F_55
CDP,ERA,F_55
NAR,ERA,F_55
SUB,ERA,F_50
NAG,ESI,F_66
UPL,ESI,F_60
STD,ESI,F_60
NGR,ESI,F_55
HSG,ESI,F_55
TAR,ESI,F_55
MET,ESI,F_50
SEC_E,ESI,F_50
PRG,ESI,F_40
PAR,ESI,F_40
ROP,ESI,F_30
PRN,ESI,F_30
BEG,ESI,F_18
AME_B,ESI,F_12
MUN,ESI,F_18
YUG,ESI,F_18
JR5,ESI,F_30
JCP,ESI,F_30
PED,ESI,F_40
MAD,ESI,F_40
DGC,ESI,F_50
HTC,ESI,F_50
RDG,ESI,F_50
MYP,ESI,F_50
JNT,ESI,F_40
KPH,ESI,F_40
KUK,ESI,F_30
BLR,ESI,F_18
MSP,ESI,F_18
BTN,ESI,F_18
ERA,ESI,F_12
ESI,ESI,F_12
SRN,ESI,F_12
AME_R,ESI,F_12
PUN,ESI,F_18
IRM,ESI,F_18
KHA,ESI,F_30
LKP,ESI,F_30
ASM,ESI,F_40
NAM,ESI,F_40
GAB,ESI,F_40
OMC,ESI,F_50
MGB_R,ESI,F_50
MKL,ESI,F_50
NEM,ESI,F_50
MSB,ESI,F_55
DSN,ESI,F_55
CHP,ESI,F_60
VOM,ESI,F_60
LBN,ESI,F_66
SCR,ESI,F_50
GNH,ESI,F_50
MSH,ESI,F_50
RTC,ESI,F_55
CDP,ESI,F_55
NAR,ESI,F_50
SUB,ESI,F_50
NAG,SRN,F_60
UPL,SRN,F_60
STD,SRN,F_60
NGR,SRN,F_55
HSG,SRN,F_55
TAR,SRN,F_50
MET,SRN,F_50
SEC_E,SRN,F_40
PRG,SRN,F_40
PAR,SRN,F_30
ROP,SRN,F_30
PRN,SRN,F_18
BEG,SRN,F_18
AME_B,SRN,F_12
MUN,SRN,F_12
YUG,SRN,F_18
JR5,SRN,F_18
JCP,SRN,F_30
PED,SRN,F_30
MAD,SRN,F_40
DGC,SRN,F_40
HTC,SRN,F_50
RDG,SRN,F_50
MYP,SRN,F_50
JNT,SRN,F_40
KPH,SRN,F_40
KUK,SRN,F_30
BLR,SRN,F_30
MSP,SRN,F_18
BTN,SRN,F_18
ERA,SRN,F_12
ESI,SRN,F_12
SRN,SRN,F_12
AME_R,SRN,F_12
PUN,SRN,F_12
IRM,SRN,F_18
KHA,SRN,F_18
LKP,SRN,F_30
ASM,SRN,F_40
NAM,SRN,F_40
GAB,SRN,F_40
OMC,SRN,F_40
MGB_R,SRN,F_50
MKL,SRN,F_50
NEM,SRN,F_50
MSB,SRN,F_55
DSN,SRN,F_55
CHP,SRN,F_55
VOM,SRN,F_60
LBN,SRN,F_60
SCR,SRN,F_40
GNH,SRN,F_50
MSH,SRN,F_50
RTC,SRN,F_50
CDP,SRN,F_55
NAR,SRN,F_50
SUB,SRN,F_50
NAG,AME_R,F_60
UPL,AME_R,F_60
STD,AME_R,F_55
NGR,AME_R,F_55
HSG,AME_R,F_55
TAR,AME_R,F_50
MET,AME_R,F_50
SEC_E,AME_R,F_40
PRG,AME_R,F_40
PAR,AME_R,F_30
ROP,AME_R,F_30
PRN,AME_R,F_18
BEG,AME_R,F_12
AME_B,AME_R,F_12
MUN,AME_R,F_12
YUG,AME_R,F_18
JR5,AME_R,F_18
JCP,AME_R,F_30
PED,AME_R,F_30
MAD,AME_R,F_40
DGC,AME_R,F_40
HTC,AME_R,F_40
RDG,AME_R,F_50
MYP,AME_R,F_50
JNT,AME_R,F_50
KPH,AME_R,F_40
KUK,AME_R,F_40
BLR,AME_R,F_30
MSP,AME_R,F_30
BTN,AME_R,F_18
ERA,AME_R,F_18
ESI,AME_R,F_12
SRN,AME_R,F_12
AME_R,AME_R,F_12
PUN,AME_R,F_12
IRM,AME_R,F_18
KHA,AME_R,F_18
LKP,AME_R,F_30
ASM,AME_R,F_30
NAM,AME_R,F_30
GAB,AME_R,F_40
OMC,AME_R,F_40
MGB_R,AME_R,F_40
MKL,AME_R,F_50
NEM,AME_R,F_50
MSB,AME_R,F_50
DSN,AME_R,F_55
CHP,AME_R,F_55
VOM,AME_R,F_60
LBN,AME_R,F_60
SCR,AME_R,F_40
GNH,AME_R,F_40
MSH,AME_R,F_50
RTC,AME_R,F_50
CDP,AME_R,F_50
NAR,AME_R,F_50
SUB,AME_R,F_50
NAG,PUN,F_60
UPL,PUN,F_60
STD,PUN,F_60
NGR,PUN,F_55
HSG,PUN,F_55
TAR,PUN,F_55
MET,PUN,F_50
SEC_E,PUN,F_50
PRG,PUN,F_40
PAR,PUN,F_40
ROP,PUN,F_30
PRN,PUN,F_30
BEG,PUN,F_18
AME_B,PUN,F_12
MUN,PUN,F_12
YUG,PUN,F_18
JR5,PUN,F_30
JCP,PUN,F_30
PED,PUN,F_30
MAD,PUN,F_40
DGC,PUN,F_40
HTC,PUN,F_50
RDG,PUN,F_50
MYP,PUN,F_55
JNT,PUN,F_50
KPH,PUN,F_50
KUK,PUN,F_40
BLR,PUN,F_40
MSP,PUN,F_30
BTN,PUN,F_30
ERA,PUN,F_18
ESI,PUN,F_18
SRN,PUN,F_12
AME_R,PUN,F_12
PUN,PUN,F_12
IRM,PUN,F_12
KHA,PUN,F_18
LKP,PUN,F_18
ASM,PUN,F_30
NAM,PUN,F_30
GAB,PUN,F_30
OMC,PUN,F_40
MGB_R,PUN,F_40
MKL,PUN,F_40
NEM,PUN,F_50
MSB,PUN,F_50
DSN,PUN,F_50
CHP,PUN,F_55
VOM,PUN,F_55
LBN,PUN,F_60
SCR,PUN,F_40
GNH,PUN,F_50
MSH,PUN,F_50
RTC,PUN,F_55
CDP,PUN,F_50
NAR,PUN,F_50
SUB,PUN,F_40
NAG,IRM,F_66
UPL,IRM,F_60
STD,IRM,F_60
NGR,IRM,F_60
HSG,IRM,F_55
TAR,IRM,F_55
MET,IRM,F_50
SEC_E,IRM,F_50
PRG,IRM,F_40
PAR,IRM,F_40
ROP,IRM,F_40
PRN,IRM,F_30
BEG,IRM,F_18
AME_B,IRM,F_18
MUN,IRM,F_18
YUG,IRM,F_30
JR5,IRM,F_30
JCP,IRM,F_40
PED,IRM,F_40
MAD,IRM,F_40
DGC,IRM,F_50
HTC,IRM,F_50
RDG,IRM,F_55
MYP,IRM,F_55
JNT,IRM,F_50
KPH,IRM,F_50
KUK,IRM,F_40
BLR,IRM,F_40
MSP,IRM,F_40
BTN,IRM,F_30
ERA,IRM,F_30
ESI,IRM,F_18
SRN,IRM,F_18
AME_R,IRM,F_18
PUN,IRM,F_12
IRM,IRM,F_12
KHA,IRM,F_12
LKP,IRM,F_18
ASM,IRM,F_18
NAM,IRM,F_18
GAB,IRM,F_30
OMC,IRM,F_30
MGB_R,IRM,F_40
MKL,IRM,F_40
NEM,IRM,F_40
MSB,IRM,F_50
DSN,IRM,F_50
CHP,IRM,F_50
VOM,IRM,F_55
LBN,IRM,F_55
SCR,IRM,F_50
GNH,IRM,F_50
MSH,IRM,F_50
RTC,IRM,F_55
CDP,IRM,F_50
NAR,IRM,F_40
SUB,IRM,F_40
NAG,KHA,F_66
UPL,KHA,F_66
STD,KHA,F_60
NGR,KHA,F_60
HSG,KHA,F_60
TAR,KHA,F_55
MET,KHA,F_55
SEC_E,KHA,F_50
PRG,KHA,F_50
PAR,KHA,F_40
ROP,KHA,F_40
PRN,KHA,F_40
BEG,KHA,F_30
AME_B,KHA,F_18
MUN,KHA,F_18
YUG,KHA,F_30
JR5,KHA,F_40
JCP,KHA,F_40
PED,KHA,F_40
MAD,KHA,F_50
DGC,KHA,F_50
HTC,KHA,F_50
RDG,KHA,F_55
MYP,KHA,F_55
JNT,KHA,F_55
KPH,KHA,F_50
KUK,KHA,F_50
BLR,KHA,F_40
MSP,KHA,F_40
BTN,KHA,F_40
ERA,KHA,F_30
ESI,KHA,F_30
SRN,KHA,F_18
AME_R,KHA,F_18
PUN,KHA,F_18
IRM,KHA,F_12
KHA,KHA,F_12
LKP,KHA,F_12
ASM,KHA,F_18
NAM,KHA,F_18
GAB,KHA,F_18
OMC,KHA,F_30
MGB_R,KHA,F_30
MKL,KHA,F_40
NEM,KHA,F_40
MSB,KHA,F_40
DSN,KHA,F_50
CHP,KHA,F_50
VOM,KHA,F_50
LBN,KHA,F_55
SCR,KHA,F_50
GNH,KHA,F_55
MSH,KHA,F_55
RTC,KHA,F_55
CDP,KHA,F_40
NAR,KHA,F_40
SUB,KHA,F_30
NAG,LKP,F_70
UPL,LKP,F_66
STD,LKP,F_66
NGR,LKP,F_60
HSG,LKP,F_60
TAR,LKP,F_60
MET,LKP,F_55
SEC_E,LKP,F_55
PRG,LKP,F_50
PAR,LKP,F_50
ROP,LKP,F_40
PRN,LKP,F_40
BEG,LKP,F_30
AME_B,LKP,F_30
MUN,LKP,F_30
YUG,LKP,F_40
JR5,LKP,F_40
JCP,LKP,F_40
PED,LKP,F_50
MAD,LKP,F_50
DGC,LKP,F_50
HTC,LKP,F_55
RDG,LKP,F_55
MYP,LKP,F_60
JNT,LKP,F_55
KPH,LKP,F_55
KUK,LKP,F_50
BLR,LKP,F_50
MSP,LKP,F_40
BTN,LKP,F_40
ERA,LKP,F_40
ESI,LKP,F_30
SRN,LKP,F_30
AME_R,LKP,F_30
PUN,LKP,F_18
IRM,LKP,F_18
KHA,LKP,F_12
LKP,LKP,F_12
ASM,LKP,F_12
NAM,LKP,F_12
GAB,LKP,F_18
OMC,LKP,F_18
MGB_R,LKP,F_30
MKL,LKP,F_30
NEM,LKP,F_40
MSB,LKP,F_40
DSN,LKP,F_40
CHP,LKP,F_50
VOM,LKP,F_50
LBN,LKP,F_55
SCR,LKP,F_55
GNH,LKP,F_55
MSH,LKP,F_55
RTC,LKP,F_60
CDP,LKP,F_40
NAR,LKP,F_40
SUB,LKP,F_30
NAG,ASM,F_70
UPL,ASM,F_66
STD,ASM,F_66
NGR,ASM,F_66
HSG,ASM,F_60
TAR,ASM,F_60
MET,ASM,F_55
SEC_E,ASM,F_55
PRG,ASM,F_50
PAR,ASM,F_50
ROP,ASM,F_50
PRN,ASM,F_40
BEG,ASM,F_40
AME_B,ASM,F_30
MUN,ASM,F_40
YUG,ASM,F_40
JR5,ASM,F_40
JCP,ASM,F_50
PED,ASM,F_50
MAD,ASM,F_50
DGC,ASM,F_55
HTC,ASM,F_55
RDG,ASM,F_60
MYP,ASM,F_60
JNT,ASM,F_55
KPH,ASM,F_55
KUK,ASM,F_50
BLR,ASM,F_50
MSP,ASM,F_50
BTN,ASM,F_40
ERA,ASM,F_40
ESI,ASM,F_40
SRN,ASM,F_40
AME_R,ASM,F_30
PUN,ASM,F_30
IRM,ASM,F_18
KHA,ASM,F_18
LKP,ASM,F_12
ASM,ASM,F_12
NAM,ASM,F_12
GAB,ASM,F_12
OMC,ASM,F_18
MGB_R,ASM,F_18
MKL,ASM,F_18
NEM,ASM,F_30
MSB,ASM,F_40
DSN,ASM,F_40
CHP,ASM,F_40
VOM,ASM,F_50
LBN,ASM,F_50
SCR,ASM,F_55
GNH,ASM,F_55
MSH,ASM,F_60
RTC,ASM,F_60
CDP,ASM,F_40
NAR,ASM,F_30
SUB,ASM,F_18
NAG,NAM,F_70
UPL,NAM,F_66
STD,NAM,F_66
NGR,NAM,F_60
HSG,NAM,F_60
TAR,NAM,F_60
MET,NAM,F_55
SEC_E,NAM,F_55
PRG,NAM,F_50
PAR,NAM,F_50
ROP,NAM,F_50
PRN,NAM,F_40
BEG,NAM,F_40
AME_B,NAM,F_30
MUN,NAM,F_40
YUG,NAM,F_40
JR5,NAM,F_40
JCP,NAM,F_50
PED,NAM,F_50
MAD,NAM,F_55
DGC,NAM,F_55
HTC,NAM,F_55
RDG,NAM,F_60
MYP,NAM,F_60
JNT,NAM,F_60
KPH,NAM,F_55
KUK,NAM,F_55
BLR,NAM,F_50
MSP,NAM,F_50
BTN,NAM,F_50
ERA,NAM,F_40
ESI,NAM,F_40
SRN,NAM,F_40
AME_R,NAM,F_30
PUN,NAM,F_30
IRM,NAM,F_18
KHA,NAM,F_18
LKP,NAM,F_12
ASM,NAM,F_12
NAM,NAM,F_12
GAB,NAM,F_12
OMC,NAM,F_12
MGB_R,NAM,F_18
MKL,NAM,F_18
NEM,NAM,F_30
MSB,NAM,F_30
DSN,NAM,F_40
CHP,NAM,F_40
VOM,NAM,F_50
LBN,NAM,F_50
SCR,NAM,F_55
GNH,NAM,F_55
MSH,NAM,F_60
RTC,NAM,F_60
CDP,NAM,F_30
NAR,NAM,F_30
SUB,NAM,F_18
NAG,GAB,F_66
UPL,GAB,F_66
STD,GAB,F_66
NGR,GAB,F_60
HSG,GAB,F_60
TAR,GAB,F_55
MET,GAB,F_55
SEC_E,GAB,F_50
PRG,GAB,F_50
PAR,GAB,F_50
ROP,GAB,F_50
PRN,GAB,F_50
BEG,GAB,F_40
AME_B,GAB,F_40
MUN,GAB,F_40
YUG,GAB,F_40
JR5,GAB,F_50
JCP,GAB,F_50
PED,GAB,F_50
MAD,GAB,F_55
DGC,GAB,F_55
HTC,GAB,F_60
RDG,GAB,F_60
MYP,GAB,F_66
JNT,GAB,F_60
KPH,GAB,F_55
KUK,GAB,F_55
BLR,GAB,F_50
MSP,GAB,F_50
BTN,GAB,F_50
ERA,GAB,F_50
ESI,GAB,F_40
SRN,GAB,F_40
AME_R,GAB,F_40
